name,alias,country,region,lat,lon,isni
Al-Mustansiriya University,الجامعة ألمستنصرية; الجامعه المستنصريه; المستنصرية; المستنصريّة; جامعة المستنصرية; جامعة مستنصرية; Al-Madrasa al-Mustansiriyya; Al-Mustansirijah-Universität; Al Mustansiriya; Madrasa al-Mustansiriyya; Médersa al-Mustansiriyah; Mustansiriyya; Universite al-Mustansiriyah,Iraq,,33.33861111,44.38972222,
Al-Muthana University,جامعه المثنى,Iraq,,31.33861111,45.28888889,
Al-Quds Open University,جامعه القدس المفتوحه; QOU; Al-Quds Open University; El Kudüs Açık Üniversitesi,,,31.91305556,35.19944444,
Al-Quds University,دانشگاه القدس; Universite al-Qods; אוניברסיטת אל קודס,State of Palestine,Jerusalem,31.755908333333,35.261380555556,
Al-Zahra College for Women,,Oman,,23.6128,58.4845,
Alabama Agricultural and Mechanical University,Alabama A&M; AAMU; Alabama A&M University; دانشگاه کشاورزی و مهندسی الاباما; Alabama A&M University,United States of America,Alabama,34.7846,-86.5699,
Alabama State University,அலபாமா மாநிலப் பல்கலைக்கழகம்,United States of America,Alabama,32.364,-86.295,
Alagappa University,,India,,10.078603,78.79468,
Alamein University,,Egypt,,30.84083333,28.92694444,
Alaska Pacific University,,United States of America,Alaska,61.1893,-149.804,
Alauddin Islamic State University,,Indonesia,,-5.1767,119.4341,
Albany Law School,アルバニー・ロー・スクール; オーバルニ・ロースクール; オールバニ法律学校; オールバニ法科大学院,United States of America,New York,42.6524,-73.7773,
Albany Technical College,,United States of America,,31.5535,-84.1745,
Albert Einstein College of Medicine,جامعه يشيفا كليه طب ألبرت آينستاين; دانشکدهٔ پزشکی آلبرت اینشتین; دانشکده پزشکی البرت اینشتین; دانشکدهٔ پزشکی البرت اینشتین; کالج پزشکی آلبرت انیشتین; کالج پزشکی آلبرت اینشتین; AECOM; Aecom; アルバート・アインシュタイン医学校; アルバート・アインシュタイン医科大学; アルベルト・アインシュタイン医科大学; 愛因斯坦醫科大學,United States of America,,40.850852,-73.844949,0000 0001 2179 1997
Alberto Hurtado University,UAH; Universidad alberto hurtado,Chile,,-33.44481667,-70.66204444,
Alcorn State University,Alcorn State University; Алкорн,United States of America,Mississippi,31.87694,-91.14111,
Alecu Russo State University of Bălţi,"Universitatea de Stat ""Alecu Russo""; Бельцкий государственный университет им. Алеку Руссо",,,47.75486667,27.92166111,
Aleksandras Stulginskis University,Aleksandro Stulginskio universitetas; Landwirtschaftliche Universität Litauens; Lietuvos žemės ūkio akademija; Lietuvos zemės ukio universitetas; Lietuvos žemės ūkio universitetas; LŽŪA; Dotnuvos žemės ūkio akademija; Lietuvos žemės ūkio akademija; Lietuvos žemės ūkio universitetas; LŽŪA; LŽŪU; Žemės ūkio akademija; Litewski Uniwersytet Rolniczy,Lithuania,,54.91016667,23.94813889,
Aleksandër Moisiu University,"Universiteti ""Aleksander Moisiu""; Universiteti ""Aleksander Moisiu"" Durres",Albania,Durrës,41.313534,19.434216,
Aleksandër Xhuvani University,"Universiteti ""Aleksandër Xhuvani""; Universiteti Aleksandër Xhuvani; Universiteti i Elbasanit ""Aleksandër Xhuvani""",Albania,,41.1220549,20.0793386,
Aletheia University,Aletheia University; 淡水工商管理學院; 淡水工商管理專科學校; 真理大学,Taiwan,,25.17666,121.434621,
Alexandria University,جامعة إسكندرية; جامعة اسكندرية; جامعة اسكندريه; جامعة الأسكندرية; جامعة الاسكندرية; جامعة الاسكندريه; جامعه الإسكندريه; جامعة اسكندرية; جامعة الاسكندريه; university of Alexandria; Alexandria University,Egypt,Alexandria,31.201944444444,29.905277777778,
Alexandru Ioan Cuza University,,Romania,Iași,47.174231,27.571691,
Alfaisal University,,,,24.664003,46.67625183,
Alfred University,,United States of America,New York,42.255555555556,-77.787527777778,
Algoma University,アルゴマ大学カレッジ,Canada,,46.503572222222,-84.298911111111,
Ali Institute of Education,,Pakistan,,31.4863,74.3386,
Aligarh Muslim University,جامعة عليقار; جامعة عليقار الإسلامية; جامعة عليكرة; جامعة عليكرة الإسلاميّة; جامعة عليكره; আলিগড় বিশ্ববিদ্যালয়; আলিগড় বিশ্ববিদ্যালয়ে; আলীগড় মুসলিম বিশ্ববিদ্যালয়; Hochschule von Aligarh; Muslimische Universität Aligarh; Aligarh universitato; अलीगढ मुस्लिम विश्वविद्यालय; アリーガル大学; Aligarh Muslim University; അലിഗഡ് മുസ്ലിം യൂനിവേഴ്‍സിറ്റി; അലിഗഢ് സർവകലാശാല; Aligarh Muslim University; Mohammadan Anglo-Oriental College; అలీగఢ్ ముస్లిం యూనివర్శిటీ; అలీఘర్ ముస్లిం యూనివర్శిటి; అలీఘర్ ముస్లిం యూనివర్శిటీ; علی گڑھ مسلم یونیورسٹی,India,"Aligarh, Uttar Pradesh",27.88,78.08,
All Nations University,,Ghana,,6.090544,-0.263329,
All Saints University,,Uganda,,2.235556,32.8975,
All-Russian Academy of Foreign Trade,Академия внешней торговли; ВАВТ; Всесоюзная академия внешней торговли; 全俄羅斯對外貿易學院,Russia,Ramenki District,55.727,37.534,
Allahabad University,Allahabad University; Universität Allahabad; Allahabad University; Allahabad University; Allahabad-universiteit; Universiteit Allahabad; University of Allahabad; Allahabad University,India,Allahabad,25.46696,81.860187,
Allen University,,United States of America,South Carolina,34.010556,-81.020556,
Allenhouse Institute of Technology,,India,Uttar Pradesh,26.3656,80.4361,
Alma Mater Viadrina,,Germany,,52.349,14.54886111,
Almaty University of Power Engineering and Telecommunications,Алматы Энергетика және Байланыс Институты; АИЭС; Алма-Атинский институт энергетики и связи; Алма-Атинский энергетический институт; Алматинский институт энергетики и связи; АУЭС,Kazakhstan,Almaty,43.2775,76.8958,
Almaty University of Technology,Алматы Технологиялық Институты; Алматинский технологический институт,Kazakhstan,,43.252414,76.926666,
Almetyevsk State Petroleum Institute,АГНИ; Әлмәт нефть институты,Russia,,54.90472223,52.01111112,
Alpen-Adria-Universität Klagenfurt,Alpen-Adria-Universität; Alpen-Adria-Universität Klagenfurt; Hochschule für Bildungswissenschaften; Uni Klagenfurt; Universität für Bildungswissenschaften; University of Klagenfurt; Universite de Klagenfurt; Альпийско-адриатический университет; Университет Клагенфурта,Austria,Klagenfurt,46.616388888889,14.265,
Alrafidain University College,كلية الرافدين الجامعة الاهلية,Iraq,,33.36416667,44.40722222,
Altai State Academy of Culture and Arts,,Russia,,53.35009,83.775998,
Altai State Academy of Education,,,,52.5369,85.1958,
Altai State Agrarian University,Алтайский сельскохозяйственный институт; Алтайский сельхозинститут,Russia,,53.32977701,83.78313801,
Altai State Medical University,Агму; Алтайский медицинский институт; Барнаульский медицинский институт,Russia,,53.356,83.762,
Altai State Pedagogical Academy,,Russia,,53.3417,83.7613,
Altai State Technical University,Алтайский государственный технический университет; Алтайский государственный технический университет им. И. И. Ползунова; Алтайский политехнический институт; Алтайский политехнический институт имени И. И. Ползунова; Алтгту,Russia,,53.35,83.78333333,
Altai State University,АлтГУ,Russia,Barnaul,53.35,83.783,
Altamaha Technical College,,United States of America,,31.6217,-81.91,
Alvernia University,,United States of America,Pennsylvania,40.31,-75.935,
Alzahra University,Farah-Pahlavi-Universität; دانشگاه فرح پهلوی,Iran,,35.7675,51.3925,
Ambedkar University Delhi,Bharat Ratna Dr. B. R. Ambedkar University,India,Delhi,28.66416667,77.2325,
Amberton University,Amberton University,United States of America,Texas,32.8599,-96.6529,
American College of the Building Arts,,United States of America,,32.7785,-79.9372,
American International University-Bangladesh,"AIUB; অ্যামেরিকান ইন্টারন্যাশনাল ইউনিভার্সিটি-বাংলাদেশ; আমেরিকান ইন্টারন্যাশনাল ইউনিভার্সিটি,বাংলাদেশ; এআইইউবি",Bangladesh,,23.7945,90.4016,
American Jewish University,Brandeis-Bardin Institute; University of Judaism; Elliot Dorff; 美国犹太大学,United States of America,,34.12782778,-118.47165278,
American Military University,AMU,United States of America,West Virginia,39.287782,-77.860082,
American Public University,APU,United States of America,West Virginia,39.287781944444,-77.860081944444,
American Sports University,,United States of America,California,34.1063,-117.292,
American Temperance University,,United States of America,Tennessee,35.933889,-84.551944,
American University,AU; الجامعه الأميركيه; American University; دانشگاه آمریکن; 아메리칸대학교; The American University,United States of America,Washington,38.937055,-77.086922,
American University in Bulgaria,Американски университет в Благоевград; Американски Университет в България; АУБ; دانشگاه امریکایی بلغارستان; دانشگاه ایالات متحدهیی بلغارستان; AUBG; Universitatea Americană din Bulgaria,Bulgaria,,42.021388888889,23.095,
American University in Cairo,الجامعة الأمريكية في القاهرة; الجامعة الأميركية بالقاهرة; الجامعة الأميركية في القاهرة; الجامعة الامريكية بالقاهرة; الجامعة الاميريكية في القاهرة; الجامعه الأمريكيه بالقاهره; جامعة أمريكية (القاهرة); الجامعه الأمريكيه فى القاهره; الجامعه الامريكيه فى القاهرة; American University of Cairo; Usona Universitato en Kairo; دانشگاه امریکایی قاهره; دانشگاه ایالات متحدهیی قاهره; American University in Cairo; Universite americaine du Caire; Université américaine du caire; Det amerikanske universitetet i Kairo; Американский Университет Каира; アメリカ大学カイロ校,Egypt,Cairo,30.019944444444,31.500344444444,
